hisp,race,ST,year,n
Hispanic,White American,41,2011,270831
Hispanic,White American,42,2011,411871
Hispanic,White American,44,2011,61991
Hispanic,White American,45,2011,143736
Hispanic,White American,46,2011,11136
Hispanic,White American,47,2011,160019
Hispanic,White American,48,2011,7661309
Hispanic,White American,49,2011,237604
Hispanic,White American,50,2011,6537
Hispanic,White American,51,2011,408357
Hispanic,White American,53,2011,448087
Hispanic,White American,54,2011,15624
Hispanic,White American,55,2011,252063
Hispanic,White American,56,2011,26958
Not Hispanic,African American,1,2011,1279363
Not Hispanic,African American,2,2011,21575
Not Hispanic,African American,4,2011,249473
Not Hispanic,African American,5,2011,460830
Not Hispanic,African American,6,2011,2152501
Not Hispanic,African American,8,2011,195600
Not Hispanic,African American,9,2011,344375
Not Hispanic,African American,10,2011,190276
Not Hispanic,African American,11,2011,305038
Not Hispanic,African American,12,2011,2927145
Not Hispanic,African American,13,2011,2977389
Not Hispanic,African American,15,2011,24554
Not Hispanic,African American,16,2011,7692
Not Hispanic,African American,17,2011,1843746
Not Hispanic,African American,18,2011,580964
Not Hispanic,African American,19,2011,81583
Not Hispanic,African American,20,2011,160649
Not Hispanic,African American,21,2011,349176
Not Hispanic,African American,22,2011,1468043
Not Hispanic,African American,23,2011,15306
Not Hispanic,African American,24,2011,1693362
Not Hispanic,African American,25,2011,406821
Not Hispanic,African American,26,2011,1379825
Not Hispanic,African American,27,2011,269154
Not Hispanic,African American,28,2011,1116698
Not Hispanic,African American,29,2011,678521
Not Hispanic,African American,30,2011,3515
Not Hispanic,African American,31,2011,77830
Not Hispanic,African American,32,2011,212530
Not Hispanic,African American,33,2011,12417
Not Hispanic,African American,34,2011,1126882
Not Hispanic,African American,35,2011,35304
Not Hispanic,African American,36,2011,2815763
Not Hispanic,African American,37,2011,2063071
Not Hispanic,African American,38,2011,5244
Not Hispanic,African American,39,2011,1387359
Not Hispanic,African American,40,2011,278112
Not Hispanic,African American,41,2011,66013
Not Hispanic,African American,42,2011,1328247
Not Hispanic,African American,44,2011,53823
Not Hispanic,African American,45,2011,1300661
Not Hispanic,African American,46,2011,9430
Not Hispanic,African American,47,2011,1073235
Not Hispanic,African American,48,2011,2939985
Not Hispanic,African American,49,2011,29217
Not Hispanic,African American,50,2011,4562
Not Hispanic,African American,51,2011,1558516
Not Hispanic,African American,53,2011,229704
Not Hispanic,African American,54,2011,58918
Not Hispanic,African American,55,2011,348451
Not Hispanic,African American,56,2011,4552
Not Hispanic,Asian (PI) American,1,2011,51835
Not Hispanic,Asian (PI) American,2,2011,46075
Not Hispanic,Asian (PI) American,4,2011,186062
Not Hispanic,Asian (PI) American,5,2011,41090
Not Hispanic,Asian (PI) American,6,2011,5047653
Not Hispanic,Asian (PI) American,8,2011,145330
Not Hispanic,Asian (PI) American,9,2011,141042
Not Hispanic,Asian (PI) American,10,2011,29798
Not Hispanic,Asian (PI) American,11,2011,22148
Not Hispanic,Asian (PI) American,12,2011,462551
Not Hispanic,Asian (PI) American,13,2011,326499
Not Hispanic,Asian (PI) American,15,2011,634250
Not Hispanic,Asian (PI) American,16,2011,20044
Not Hispanic,Asian (PI) American,17,2011,600057
Not Hispanic,Asian (PI) American,18,2011,100879
Not Hispanic,Asian (PI) American,19,2011,57972
Not Hispanic,Asian (PI) American,20,2011,64818
Not Hispanic,Asian (PI) American,21,2011,50200
Not Hispanic,Asian (PI) American,22,2011,75008
Not Hispanic,Asian (PI) American,23,2011,15702
Not Hispanic,Asian (PI) American,24,2011,331052
Not Hispanic,Asian (PI) American,25,2011,368449
Not Hispanic,Asian (PI) American,26,2011,243406
Not Hispanic,Asian (PI) American,27,2011,215340
Not Hispanic,Asian (PI) American,28,2011,26766
Not Hispanic,Asian (PI) American,29,2011,101735
Not Hispanic,Asian (PI) American,30,2011,5655
Not Hispanic,Asian (PI) American,31,2011,33814
Not Hispanic,Asian (PI) American,32,2011,208984
Not Hispanic,Asian (PI) American,33,2011,30644
Not Hispanic,Asian (PI) American,34,2011,742407
Not Hispanic,Asian (PI) American,35,2011,24615
Not Hispanic,Asian (PI) American,36,2011,1443502
Not Hispanic,Asian (PI) American,37,2011,215784
Not Hispanic,Asian (PI) American,38,2011,6927
Not Hispanic,Asian (PI) American,39,2011,192658
Not Hispanic,Asian (PI) American,40,2011,64419
Not Hispanic,Asian (PI) American,41,2011,161362
Not Hispanic,Asian (PI) American,42,2011,358361
Not Hispanic,Asian (PI) American,44,2011,32033
Not Hispanic,Asian (PI) American,45,2011,63886
Not Hispanic,Asian (PI) American,46,2011,8263
Not Hispanic,Asian (PI) American,47,2011,89004
Not Hispanic,Asian (PI) American,48,2011,1000550
Not Hispanic,Asian (PI) American,49,2011,78197
Not Hispanic,Asian (PI) American,50,2011,8515
Not Hispanic,Asian (PI) American,51,2011,455616
Not Hispanic,Asian (PI) American,53,2011,537412
Not Hispanic,Asian (PI) American,54,2011,11013
Not Hispanic,Asian (PI) American,55,2011,134113
Not Hispanic,Asian (PI) American,56,2011,4536
Not Hispanic,Native American,1,2011,20876
Not Hispanic,Native American,2,2011,99555
Not Hispanic,Native American,4,2011,263555
Not Hispanic,Native American,5,2011,15254
Not Hispanic,Native American,6,2011,146688
Not Hispanic,Native American,8,2011,27062
Not Hispanic,Native American,9,2011,3784
Not Hispanic,Native American,10,2011,2352
Not Hispanic,Native American,11,2011,1519
Not Hispanic,Native American,12,2011,40937
Not Hispanic,Native American,13,2011,16904
Not Hispanic,Native American,15,2011,2725
Not Hispanic,Native American,16,2011,19615
Not Hispanic,Native American,17,2011,12236
Not Hispanic,Native American,18,2011,9506
Not Hispanic,Native American,19,2011,10913
Not Hispanic,Native American,20,2011,17483
Not Hispanic,Native American,21,2011,5289
Not Hispanic,Native American,22,2011,25259
Not Hispanic,Native American,23,2011,7417
Not Hispanic,Native American,24,2011,11813
Not Hispanic,Native American,25,2011,9262
Not Hispanic,Native American,26,2011,52514
Not Hispanic,Native American,27,2011,51244
Not Hispanic,Native American,28,2011,10950
Not Hispanic,Native American,29,2011,20438
Not Hispanic,Native American,30,2011,67304
Not Hispanic,Native American,31,2011,15907
Not Hispanic,Native American,32,2011,26177
Not Hispanic,Native American,33,2011,1680
Not Hispanic,Native American,34,2011,11108
Not Hispanic,Native American,35,2011,179000
Not Hispanic,Native American,36,2011,47666
Not Hispanic,Native American,37,2011,106093
Not Hispanic,Native American,38,2011,37432
Not Hispanic,Native American,39,2011,14955
Not Hispanic,Native American,40,2011,253833
Not Hispanic,Native American,41,2011,44444
Not Hispanic,Native American,42,2011,13875
Not Hispanic,Native American,44,2011,2991
Not Hispanic,Native American,45,2011,12531
Not Hispanic,Native American,46,2011,70802
Not Hispanic,Native American,47,2011,11371
Not Hispanic,Native American,48,2011,65497
Not Hispanic,Native American,49,2011,27779
Not Hispanic,Native American,50,2011,2518
Not Hispanic,Native American,51,2011,18943
Not Hispanic,Native American,53,2011,82531
Not Hispanic,Native American,54,2011,3171
Not Hispanic,Native American,55,2011,45286
Not Hispanic,Native American,56,2011,9944
Not Hispanic,Other,1,2011,60561
Not Hispanic,Other,2,2011,53497
Not Hispanic,Other,4,2011,119249
Not Hispanic,Other,5,2011,48451
Not Hispanic,Other,6,2011,1070961
Not Hispanic,Other,8,2011,116022
Not Hispanic,Other,9,2011,68815
Not Hispanic,Other,10,2011,18657
Not Hispanic,Other,11,2011,12804
Not Hispanic,Other,12,2011,342564
Not Hispanic,Other,13,2011,173352
Not Hispanic,Other,15,2011,271817
Not Hispanic,Other,16,2011,30250
Not Hispanic,Other,17,2011,211862
Not Hispanic,Other,18,2011,135435
Not Hispanic,Other,19,2011,51449
Not Hispanic,Other,20,2011,88372
Not Hispanic,Other,21,2011,73028
Not Hispanic,Other,22,2011,67209
Not Hispanic,Other,23,2011,21660
Not Hispanic,Other,24,2011,142347
Not Hispanic,Other,25,2011,157127
Not Hispanic,Other,26,2011,217560
Not Hispanic,Other,27,2011,129094
Not Hispanic,Other,28,2011,25258
Not Hispanic,Other,29,2011,142717
Not Hispanic,Other,30,2011,20261
Not Hispanic,Other,31,2011,35281
Not Hispanic,Other,32,2011,82817
Not Hispanic,Other,33,2011,23112
Not Hispanic,Other,34,2011,176475
Not Hispanic,Other,35,2011,35606
Not Hispanic,Other,36,2011,407117
Not Hispanic,Other,37,2011,178190
Not Hispanic,Other,38,2011,14077
Not Hispanic,Other,39,2011,243574
Not Hispanic,Other,40,2011,262946
Not Hispanic,Other,41,2011,117046
Not Hispanic,Other,42,2011,212696
Not Hispanic,Other,44,2011,30156
Not Hispanic,Other,45,2011,71065
Not Hispanic,Other,46,2011,16154
Not Hispanic,Other,47,2011,110591
Not Hispanic,Other,48,2011,387047
Not Hispanic,Other,49,2011,58382
Not Hispanic,Other,50,2011,13274
Not Hispanic,Other,51,2011,206190
Not Hispanic,Other,53,2011,275391
Not Hispanic,Other,54,2011,33826
Not Hispanic,Other,55,2011,95232
Not Hispanic,Other,56,2011,10455
Not Hispanic,White American,1,2011,3203896
Not Hispanic,White American,2,2011,460088
Not Hispanic,White American,4,2011,3714404
Not Hispanic,White American,5,2011,2182162
Not Hispanic,White American,6,2011,14915716
Not Hispanic,White American,8,2011,3561913
Not Hispanic,White American,9,2011,2528327
Not Hispanic,White American,10,2011,589863
Not Hispanic,White American,11,2011,218009
Not Hispanic,White American,12,2011,10930597
Not Hispanic,White American,13,2011,5441208
Not Hispanic,White American,15,2011,315961
Not Hispanic,White American,16,2011,1325702
Not Hispanic,White American,17,2011,8123517
Not Hispanic,White American,18,2011,5293501
Not Hispanic,White American,19,2011,2706787
Not Hispanic,White American,20,2011,2232618
Not Hispanic,White American,21,2011,3759396
Not Hispanic,White American,22,2011,2742185
Not Hispanic,White American,23,2011,1253281
Not Hispanic,White American,24,2011,3160772
Not Hispanic,White American,25,2011,4996253
Not Hispanic,White American,26,2011,7535840
Not Hispanic,White American,27,2011,4423426
Not Hispanic,White American,28,2011,1717752
Not Hispanic,White American,29,2011,4852785
Not Hispanic,White American,30,2011,871888
Not Hispanic,White American,31,2011,1505900
Not Hispanic,White American,32,2011,1454519
Not Hispanic,White American,33,2011,1213121
Not Hispanic,White American,34,2011,5165081
Not Hispanic,White American,35,2011,835495
Not Hispanic,White American,36,2011,11253817
Not Hispanic,White American,37,2011,6265053
Not Hispanic,White American,38,2011,605300
Not Hispanic,White American,39,2011,9344097
Not Hispanic,White American,40,2011,2585307
Not Hispanic,White American,41,2011,3016678
Not Hispanic,White American,42,2011,10079238
Not Hispanic,White American,44,2011,797463
Not Hispanic,White American,45,2011,2990203
Not Hispanic,White American,46,2011,696275
Not Hispanic,White American,47,2011,4822886
Not Hispanic,White American,48,2011,11487365
Not Hispanic,White American,49,2011,2250808
Not Hispanic,White American,50,2011,589234
Not Hispanic,White American,51,2011,5208676
Not Hispanic,White American,53,2011,4915231
Not Hispanic,White American,54,2011,1727309
Not Hispanic,White American,55,2011,4745014
Not Hispanic,White American,56,2011,486746
Hispanic,African American,1,2012,9507
Hispanic,African American,2,2012,1832
Hispanic,African American,4,2012,19268
Hispanic,African American,5,2012,3481
Hispanic,African American,6,2012,118625
Hispanic,African American,8,2012,13841
Hispanic,African American,9,2012,25336
Hispanic,African American,10,2012,5567
Hispanic,African American,11,2012,5444
Hispanic,African American,12,2012,149281
Hispanic,African American,13,2012,36337
Hispanic,African American,15,2012,1960
Hispanic,African American,16,2012,739
Hispanic,African American,17,2012,26258
Hispanic,African American,18,2012,8332
Hispanic,African American,19,2012,1569
Hispanic,African American,20,2012,2838
Hispanic,African American,21,2012,4742
Hispanic,African American,22,2012,12444
Hispanic,African American,23,2012,242
Hispanic,African American,24,2012,22447
Hispanic,African American,25,2012,46873
Hispanic,African American,26,2012,14997
Hispanic,African American,27,2012,6193
Hispanic,African American,28,2012,2896
Hispanic,African American,29,2012,4689
Hispanic,African American,31,2012,4585
Hispanic,African American,32,2012,10337
Hispanic,African American,33,2012,1186
Hispanic,African American,34,2012,81817
Hispanic,African American,35,2012,4564
Hispanic,African American,36,2012,222984
Hispanic,African American,37,2012,33162
Hispanic,African American,38,2012,44
Hispanic,African American,39,2012,22817
Hispanic,African American,40,2012,3919
Hispanic,African American,41,2012,3474
Hispanic,African American,42,2012,63239
Hispanic,African American,44,2012,15660
Hispanic,African American,45,2012,12882
Hispanic,African American,46,2012,1359
Hispanic,African American,47,2012,6862
Hispanic,African American,48,2012,80634
Hispanic,African American,49,2012,3966
Hispanic,African American,50,2012,210
Hispanic,African American,51,2012,28735
Hispanic,African American,53,2012,8810
Hispanic,African American,54,2012,1495
Hispanic,African American,55,2012,3596
Hispanic,Asian (PI) American,1,2012,153
Hispanic,Asian (PI) American,2,2012,448
Hispanic,Asian (PI) American,4,2012,6427
Hispanic,Asian (PI) American,5,2012,933
Hispanic,Asian (PI) American,6,2012,86493
Hispanic,Asian (PI) American,8,2012,2118
Hispanic,Asian (PI) American,9,2012,1710
Hispanic,Asian (PI) American,10,2012,391
Hispanic,Asian (PI) American,11,2012,59
Hispanic,Asian (PI) American,12,2012,13013
Hispanic,Asian (PI) American,13,2012,2349
Hispanic,Asian (PI) American,15,2012,24794
Hispanic,Asian (PI) American,16,2012,2505
Hispanic,Asian (PI) American,17,2012,5217
Hispanic,Asian (PI) American,18,2012,869
Hispanic,Asian (PI) American,19,2012,483
Hispanic,Asian (PI) American,20,2012,526
Hispanic,Asian (PI) American,21,2012,320
Hispanic,Asian (PI) American,22,2012,430
Hispanic,Asian (PI) American,24,2012,2035
Hispanic,Asian (PI) American,25,2012,2255
Hispanic,Asian (PI) American,26,2012,996
Hispanic,Asian (PI) American,27,2012,658
Hispanic,Asian (PI) American,29,2012,697
Hispanic,Asian (PI) American,31,2012,670
Hispanic,Asian (PI) American,32,2012,5258
Hispanic,Asian (PI) American,34,2012,7401
Hispanic,Asian (PI) American,35,2012,1183
Hispanic,Asian (PI) American,36,2012,13118
Hispanic,Asian (PI) American,37,2012,2807
Hispanic,Asian (PI) American,39,2012,1735
Hispanic,Asian (PI) American,40,2012,254
Hispanic,Asian (PI) American,41,2012,2280
Hispanic,Asian (PI) American,42,2012,6716
Hispanic,Asian (PI) American,44,2012,484
Hispanic,Asian (PI) American,45,2012,1247
Hispanic,Asian (PI) American,47,2012,2085
Hispanic,Asian (PI) American,48,2012,20139
Hispanic,Asian (PI) American,49,2012,1562
Hispanic,Asian (PI) American,51,2012,2091
Hispanic,Asian (PI) American,53,2012,7963
Hispanic,Asian (PI) American,54,2012,4
Hispanic,Asian (PI) American,55,2012,1090
Hispanic,Asian (PI) American,56,2012,276
Hispanic,Native American,1,2012,1452
Hispanic,Native American,2,2012,1658
Hispanic,Native American,4,2012,28556
Hispanic,Native American,5,2012,1386
Hispanic,Native American,6,2012,139609
Hispanic,Native American,8,2012,16877
Hispanic,Native American,9,2012,4362
Hispanic,Native American,10,2012,627
Hispanic,Native American,11,2012,1003
Hispanic,Native American,12,2012,9382
Hispanic,Native American,13,2012,7104
Hispanic,Native American,15,2012,1401
Hispanic,Native American,16,2012,3933
Hispanic,Native American,17,2012,14619
Hispanic,Native American,18,2012,4873
Hispanic,Native American,19,2012,1726
Hispanic,Native American,20,2012,2791
Hispanic,Native American,21,2012,431
Hispanic,Native American,22,2012,3989
Hispanic,Native American,23,2012,420
Hispanic,Native American,24,2012,5113
Hispanic,Native American,25,2012,6281
Hispanic,Native American,26,2012,7354
Hispanic,Native American,27,2012,2433
Hispanic,Native American,28,2012,899
Hispanic,Native American,29,2012,1761
Hispanic,Native American,30,2012,3960
Hispanic,Native American,31,2012,2932
Hispanic,Native American,32,2012,7166
Hispanic,Native American,33,2012,242
Hispanic,Native American,34,2012,9430
Hispanic,Native American,35,2012,12550
Hispanic,Native American,36,2012,28606
Hispanic,Native American,37,2012,9512
Hispanic,Native American,38,2012,1039
Hispanic,Native American,39,2012,5308
